ID,Start Date,End Date,Gender,Zip,Age,Race
1,5/18/2015,8/7/2018,Male,19486,20,Multi-race
1,10/3/2016,4/22/2018,Female,19962,12,Multi-race
1,12/14/2015,6/26/2018,Female,19218,13,Hispanic
1,1/28/2011,12/17/2018,Male,19733,23,Hispanic
1,7/13/2010,,Male,19722,17,Hispanic
1,8/8/2010,,Male,19436,19,Multi-race
1,5/21/2014,9/8/2019,Male,19350,13,Hispanic
1,6/7/2013,9/8/2019,Male,19421,20,Black
1,5/2/2015,,Male,19952,14,Black
1,12/3/2016,,Male,19590,18,Black
1,3/13/2017,,Female,19447,16,Hispanic
1,7/7/2016,,Male,19742,15,Multi-race
1,4/27/2015,5/3/2018,Male,19011,17,Asian
1,9/23/2014,,Female,19501,16,Multi-race
1,7/31/2010,8/18/2018,Male,19905,23,Hispanic
1,12/18/2012,,Female,19996,19,Black
1,5/3/2013,,Female,19759,15,Some Other Race
1,8/30/2013,,Female,19459,14,Asian
1,3/13/2016,,Female,19216,9,Black
1,11/23/2016,7/23/2018,Male,19972,17,Multi-race
1,11/14/2018,8/4/2019,Male,19330,18,Black
1,8/11/2016,8/13/2018,Female,19715,17,White
1,10/13/2017,,Female,19475,18,Asian
1,10/28/2015,1/8/2019,Male,19115,15,Black
1,6/29/2015,,Male,19525,13,White
1,2/20/2015,,Female,19076,17,Asian
1,5/2/2016,,Male,19579,10,White
1,10/1/2016,7/30/2019,Male,19581,12,Hispanic
1,3/5/2010,,Male,19411,18,Some Other Race
1,10/9/2015,7/6/2019,Female,19591,14,Asian
1,6/7/2013,3/14/2018,Male,19679,16,Some Other Race
1,4/22/2016,3/26/2018,Female,19622,16,Asian
1,10/22/2018,,Male,19014,13,Some Other Race
1,1/27/2012,9/13/2018,Female,19667,22,Multi-race
1,8/12/2016,7/15/2019,Male,19057,11,Hispanic
1,7/29/2011,,Male,19195,12,Asian
1,10/2/2014,,Male,19941,10,Multi-race
1,11/7/2012,,Male,19977,16,Some Other Race
1,4/21/2016,11/17/2018,Female,19512,16,White
1,3/31/2013,,Female,19527,14,Black
1,2/14/2017,2/20/2018,Female,19741,13,Asian
1,11/26/2016,5/20/2018,Male,19342,21,Some Other Race
1,11/1/2015,6/5/2018,Male,19381,12,White
1,5/27/2017,10/6/2018,Female,19173,10,Some Other Race
1,11/14/2015,8/29/2018,Male,19264,9,Multi-race
1,11/13/2015,7/18/2018,Male,19703,12,Asian
1,9/11/2015,7/19/2019,Female,19117,21,Black
1,9/12/2017,8/7/2018,Female,19624,16,Hispanic
1,11/4/2015,7/15/2018,Male,19777,18,Asian
1,10/21/2015,7/15/2018,Male,19206,9,Some Other Race
1,2/27/2019,,Male,19931,14,Black
1,10/12/2015,11/10/2018,Female,19864,12,White
1,9/3/2017,7/19/2018,Female,19894,9,White
1,10/13/2017,4/1/2019,Female,19542,15,Hispanic
1,8/21/2017,5/23/2018,Male,19574,15,White
1,8/15/2016,6/10/2018,Male,19413,11,Hispanic
1,9/18/2016,,Female,19686,12,Some Other Race
1,10/31/2016,6/26/2019,Female,19571,11,White
1,10/16/2016,9/11/2018,Male,19677,13,Hispanic
1,11/17/2016,8/15/2018,Male,19136,14,Some Other Race
1,10/13/2018,10/16/2019,Female,19847,9,White
1,3/23/2017,6/9/2018,Male,19914,12,White
1,11/21/2016,7/30/2018,Female,19193,12,White
1,9/16/2016,8/19/2018,Male,19907,16,Black
1,3/9/2019,,Male,19558,14,White
1,9/21/2016,11/23/2018,Male,19959,16,Black
1,9/14/2018,5/6/2019,Male,19339,14,Multi-race
1,1/17/2017,6/10/2018,Male,19206,10,Some Other Race
1,11/15/2016,,Female,19114,20,White
1,6/14/2017,,Male,19223,13,White
1,12/17/2018,3/1/2019,Female,19764,15,Black
1,1/16/2017,6/19/2019,Male,19182,15,Some Other Race
1,10/17/2018,12/6/2018,Male,19630,12,Some Other Race
1,8/25/2017,5/22/2018,Male,19171,9,Multi-race
1,9/24/2017,4/23/2018,Female,19251,16,Multi-race
1,9/1/2017,7/10/2018,Male,19271,11,White
1,11/20/2017,,Female,19213,8,Asian
1,10/26/2017,12/9/2018,Male,19052,11,Asian
1,10/7/2017,8/5/2019,Female,19769,17,Multi-race
1,11/3/2017,7/5/2018,Male,19014,13,Black
1,10/18/2017,7/1/2018,Female,19767,10,Some Other Race
1,3/7/2018,,Male,19276,14,Asian
1,11/2/2017,3/26/2018,Female,19622,21,Black
1,10/17/2017,5/2/2018,Male,19505,14,Black
1,4/10/2018,8/16/2019,Female,19127,6,White
1,3/10/2018,,Male,19575,14,Black
1,10/16/2018,,Female,19465,13,Hispanic
1,3/18/2016,,Male,19912,14,Black
1,3/11/2017,5/14/2019,Female,19048,11,White
1,8/6/2017,,Female,19401,17,Hispanic
1,12/28/2016,,Male,19789,11,Asian
1,1/23/2018,6/2/2019,Male,19688,11,Some Other Race
1,12/28/2017,,Female,19455,15,Black
1,11/11/2017,,Male,19358,17,Hispanic
1,4/17/2017,,Male,19882,12,Some Other Race
1,4/1/2016,11/7/2018,Female,19628,18,Hispanic
1,10/31/2015,6/20/2019,Female,19593,15,Multi-race
1,12/18/2016,10/16/2018,Male,19412,19,Some Other Race
1,10/18/2016,,Female,19360,9,Some Other Race
1,10/16/2016,2/24/2018,Female,19803,10,Some Other Race
1,5/24/2016,7/14/2018,Male,19136,9,Multi-race
1,4/5/2016,,Male,19926,15,Black
1,6/13/2016,9/28/2019,Female,19627,9,Black
1,4/8/2016,7/1/2019,Male,19672,14,Hispanic
1,10/12/2017,1/11/2019,Male,19588,17,Some Other Race
1,11/10/2016,12/23/2018,Female,19847,13,Black
1,9/25/2016,7/15/2018,Male,19018,8,Hispanic
1,8/20/2016,8/6/2019,Male,19184,17,White
1,5/21/2017,3/1/2018,Female,19256,18,Hispanic
1,12/9/2017,7/13/2018,Male,19541,12,Asian
1,9/5/2016,7/13/2018,Male,19054,15,Black
1,11/7/2016,7/22/2018,Male,19648,12,White
1,10/23/2017,7/18/2019,Male,19552,12,Some Other Race
1,8/25/2017,3/1/2018,Female,19574,10,Multi-race
1,3/6/2017,,Female,19311,16,Some Other Race
1,9/14/2016,7/30/2019,Female,19743,10,Asian
1,10/11/2016,8/11/2019,Female,19733,18,Some Other Race
1,10/24/2016,6/20/2019,Female,19915,13,White
1,9/28/2017,,Female,19318,13,Black
1,1/15/2017,,Female,19995,12,Multi-race
1,12/24/2016,2/1/2018,Male,19122,13,Some Other Race
1,12/24/2016,8/29/2019,Male,19805,8,Some Other Race
1,10/30/2015,,Male,19816,15,Hispanic
1,10/15/2017,7/14/2018,Female,19666,19,White
1,11/12/2017,9/23/2018,Female,19065,17,Hispanic
1,10/3/2017,,Male,19594,14,Black
1,12/9/2017,,Female,19943,16,Multi-race
1,10/7/2017,4/21/2018,Female,19057,9,Black
1,8/25/2018,,Male,19062,12,Asian
1,8/23/2017,9/24/2019,Female,19737,14,Black
1,2/20/2018,,Female,19123,16,White
1,2/15/2018,,Male,19373,17,Black
1,11/23/2017,,Female,19400,17,Hispanic
1,10/1/2019,,Male,19118,14,Asian
1,9/24/2017,4/5/2019,Female,19499,11,Multi-race
1,11/21/2017,5/8/2018,Male,19459,11,White
1,11/9/2018,,Female,19011,10,Multi-race
1,2/25/2018,,Male,19423,16,Black
1,9/17/2017,8/8/2018,Male,19124,19,Multi-race
1,10/19/2018,7/7/2019,Female,19632,15,Hispanic
1,10/8/2018,,Female,19994,12,Hispanic
1,10/14/2017,8/10/2018,Male,19699,13,Black
1,3/3/2017,,Male,19498,15,White
1,1/5/2017,7/15/2019,Male,19791,14,Asian
1,12/13/2017,7/21/2019,Female,19031,7,White
1,10/2/2017,7/20/2018,Female,19854,10,Multi-race
1,8/4/2015,3/19/2018,Male,19460,13,Some Other Race
1,11/7/2015,6/9/2018,Female,19965,14,Asian
1,9/19/2015,5/21/2019,Female,19995,16,Multi-race
1,10/14/2015,8/16/2019,Female,19313,9,Multi-race
1,10/23/2015,8/2/2019,Male,19284,14,Multi-race
1,7/15/2017,3/10/2019,Male,19828,15,White
1,6/8/2017,8/10/2018,Male,19434,15,Some Other Race
1,10/5/2017,6/20/2018,Male,19424,12,Black
1,9/17/2016,7/25/2018,Female,19545,10,White
1,10/16/2018,,Male,19128,10,Hispanic
1,11/22/2015,,Female,19006,14,Multi-race
1,10/25/2015,,Female,19911,11,Some Other Race
1,11/1/2017,,Male,19252,12,Black
1,11/16/2017,8/1/2019,Female,19588,17,Black
1,10/10/2017,,Female,19129,10,Multi-race
1,10/6/2016,8/12/2018,Female,19515,18,White
1,10/24/2016,7/26/2018,Male,19799,12,Multi-race
1,11/6/2016,2/14/2019,Female,19475,10,White
1,9/13/2016,,Female,19159,15,Black
1,9/20/2016,,Male,19056,10,Some Other Race
1,11/24/2016,7/30/2018,Male,19357,14,Asian
1,9/17/2016,1/2/2019,Male,19418,9,Hispanic
1,11/28/2016,6/19/2019,Male,19520,19,Asian
1,12/29/2016,7/5/2019,Female,19741,12,Multi-race
1,11/29/2017,4/6/2018,Female,19151,11,White
1,12/13/2016,6/21/2018,Female,19945,11,Hispanic
1,11/11/2017,2/28/2018,Female,19020,14,Black
1,7/31/2017,1/29/2019,Male,19913,13,Asian
1,2/1/2017,9/16/2018,Female,19113,15,Asian
1,9/29/2018,,Male,19710,14,White
1,3/15/2017,3/23/2019,Female,19734,18,Asian
1,5/14/2018,,Male,19496,9,Some Other Race
1,9/15/2017,5/21/2018,Female,19642,18,Black
1,10/3/2017,,Male,19696,13,White
1,1/8/2018,,Female,19194,12,White
1,8/26/2017,11/13/2018,Female,19316,15,Black
1,9/15/2017,7/10/2018,Male,19848,14,Some Other Race
1,1/2/2019,,Female,19096,13,Some Other Race
1,10/13/2017,11/1/2018,Female,19586,11,Black
1,9/23/2017,8/29/2019,Male,19746,9,White
1,10/21/2017,8/3/2019,Female,19123,12,Some Other Race
1,11/2/2017,11/28/2018,Male,19481,11,Multi-race
1,9/21/2017,7/23/2019,Female,19973,14,Multi-race
1,11/19/2017,9/27/2018,Female,19778,16,Multi-race
1,12/20/2017,2/9/2019,Female,19800,10,Some Other Race
1,4/6/2019,,Male,19258,10,Black
1,2/5/2018,,Male,19851,11,Hispanic
1,12/17/2018,,Male,19603,16,Some Other Race
1,12/31/2018,,Male,19785,13,Asian
1,8/4/2019,,Female,19727,14,Some Other Race
1,10/3/2017,8/13/2018,Female,19449,11,Hispanic
1,9/17/2015,8/5/2019,Male,19680,13,Some Other Race
1,9/25/2015,1/29/2018,Male,19589,18,Asian
1,9/14/2015,2/14/2018,Male,19274,13,Some Other Race
1,10/15/2015,7/26/2018,Female,19387,22,White
1,11/26/2017,7/24/2018,Male,19327,18,White
1,10/9/2016,1/24/2019,Female,19803,11,Some Other Race
1,10/3/2015,3/6/2018,Male,19471,19,Some Other Race
1,10/15/2015,6/21/2018,Male,19780,18,Black
1,9/21/2015,6/2/2018,Female,19997,19,Asian
1,9/22/2016,10/12/2019,Female,19250,15,Asian
1,10/28/2016,8/5/2018,Male,19276,8,Some Other Race
1,10/16/2017,10/7/2019,Female,19282,13,Asian
1,9/28/2017,6/21/2018,Male,19518,14,Multi-race
1,1/13/2019,,Male,19679,11,Asian
1,8/15/2018,6/27/2019,Male,19574,13,White
1,12/21/2017,,Female,19290,16,White
1,3/7/2017,5/18/2019,Male,19557,9,Multi-race
1,10/8/2016,8/26/2018,Male,19822,11,Multi-race
1,10/12/2016,,Male,19968,13,Multi-race
1,9/24/2016,10/15/2018,Female,19496,17,White
1,10/3/2016,4/11/2019,Male,19941,10,Hispanic
1,1/23/2017,12/2/2018,Female,19563,14,Black
1,3/2/2019,,Male,19750,12,Multi-race
1,2/9/2019,,Female,19222,11,Multi-race
1,12/6/2017,,Male,19832,16,Black
1,9/19/2017,10/20/2019,Male,19888,15,Some Other Race
1,11/30/2017,5/28/2018,Female,19340,11,Asian
1,10/28/2018,,Female,19515,11,Asian
1,11/22/2017,6/26/2019,Female,19561,19,Asian
1,11/1/2017,4/9/2018,Female,19761,14,Black
1,11/8/2017,5/28/2019,Male,19839,16,Asian
1,12/4/2017,10/29/2018,Male,19965,14,White
1,10/24/2017,6/21/2019,Male,19843,13,Hispanic
1,7/20/2018,,Female,19264,8,Hispanic
1,11/10/2018,,Male,19875,9,Asian
1,7/15/2019,,Female,19858,7,Some Other Race
1,9/20/2018,,Male,19838,13,Black
1,10/9/2016,6/19/2018,Male,19344,17,Black
1,3/13/2018,,Female,19455,11,Hispanic
1,12/16/2017,10/12/2018,Female,19002,8,Hispanic
1,11/10/2017,,Female,19492,18,Hispanic
1,7/8/2015,,Female,19982,19,White
1,5/4/2016,,Male,19216,17,Some Other Race
1,7/23/2015,,Female,19791,11,Hispanic
1,11/5/2015,2/17/2019,Female,19293,12,Some Other Race
1,8/19/2015,7/23/2019,Male,19261,15,Some Other Race
1,8/18/2016,7/28/2018,Female,19456,15,Black
1,10/29/2015,8/18/2019,Female,19456,8,Asian
1,11/29/2015,,Male,19979,17,Black
1,9/13/2019,,Male,19675,15,Black
1,12/1/2015,4/17/2018,Female,19565,14,White
1,5/9/2017,,Female,19712,14,Asian
1,9/27/2016,,Male,19819,14,Asian
1,11/20/2017,9/15/2018,Male,19893,15,Multi-race
1,3/26/2018,,Male,19591,13,Asian
1,8/20/2016,8/2/2018,Male,19648,14,White
1,9/8/2016,7/17/2018,Female,19993,9,Multi-race
1,8/29/2017,,Male,19469,10,Black
1,11/12/2017,,Male,19711,12,Some Other Race
1,3/21/2017,,Female,19278,15,Asian
1,10/5/2018,,Male,19396,11,Some Other Race
1,10/8/2016,2/19/2018,Female,19840,10,Hispanic
1,1/22/2019,,Male,19758,11,Multi-race
1,10/5/2016,6/24/2018,Female,19365,11,Hispanic
1,10/9/2016,7/30/2018,Female,19622,12,White
1,10/16/2018,,Female,19734,16,Multi-race
1,10/29/2016,10/12/2018,Female,19140,11,Hispanic
1,1/3/2017,11/11/2019,Male,19108,15,Multi-race
1,8/7/2018,8/19/2019,Female,19038,11,White
1,3/14/2017,9/6/2019,Female,19637,9,Black
1,6/13/2017,4/1/2019,Female,19697,10,Black
1,1/3/2018,,Female,19023,17,Multi-race
1,3/4/2018,4/1/2019,Male,19889,15,White
1,11/5/2017,6/26/2019,Male,19396,17,Some Other Race
1,8/26/2019,,Female,19334,12,Black
1,1/11/2018,,Female,19336,8,Hispanic
1,10/13/2017,6/13/2018,Female,19155,17,White
1,9/21/2017,,Male,19636,13,Black
1,10/21/2017,10/11/2019,Female,19055,15,Hispanic
1,9/17/2017,6/19/2019,Female,19209,7,Some Other Race
1,12/20/2017,6/29/2018,Male,19368,11,White
1,11/14/2018,,Female,19851,11,Asian
1,12/17/2018,,Male,19987,11,White
1,11/13/2017,8/2/2019,Female,19761,9,Black
1,12/18/2017,11/27/2018,Female,19919,9,Some Other Race
1,6/27/2018,3/18/2019,Male,19316,17,Multi-race
1,7/2/2018,,Female,19522,17,Black
1,6/13/2018,5/10/2019,Female,19625,9,White
1,9/8/2018,10/27/2019,Female,19679,10,White
1,10/7/2019,,Male,19925,16,White
1,7/3/2018,,Female,19585,19,Some Other Race
1,4/13/2017,7/12/2019,Male,19519,16,Hispanic
1,10/15/2016,6/19/2019,Male,19876,12,Multi-race
1,1/21/2018,12/11/2018,Female,19344,17,Black
1,10/7/2018,,Male,19035,17,Multi-race
1,10/23/2018,,Female,19592,18,White
1,11/20/2018,,Female,19506,12,Black
1,10/10/2018,,Male,19549,12,Asian
1,10/10/2018,,Male,19363,18,Multi-race
1,11/16/2018,,Male,19133,10,Asian
1,9/30/2018,,Male,19165,13,White
1,12/11/2018,7/11/2019,Female,19796,8,Black
1,10/1/2018,,Female,19733,15,Hispanic
1,10/1/2019,,Female,19874,8,Hispanic
1,9/14/2019,,Female,19043,6,Asian
1,12/19/2018,9/2/2019,Male,19272,11,Asian
1,1/8/2019,,Female,19292,12,Asian
1,11/24/2018,,Female,19968,15,Asian
1,12/10/2018,,Female,19881,9,Black
1,11/28/2018,,Female,19949,8,Some Other Race
1,12/11/2018,,Female,19012,8,Multi-race
1,12/7/2018,,Male,19882,9,Asian
1,11/27/2018,,Female,19669,6,White
1,3/12/2019,,Female,19483,13,Some Other Race
1,4/19/2019,,Female,19584,11,Some Other Race
1,10/4/2018,8/14/2019,Female,19728,11,Hispanic
1,10/4/2018,11/24/2018,Male,19791,13,Hispanic
1,2/11/2019,10/18/2019,Male,19002,12,Hispanic
1,10/3/2018,,Male,19581,16,Multi-race
1,3/5/2019,,Male,19751,8,Asian
1,10/28/2018,,Female,19089,11,Some Other Race
1,10/16/2018,,Male,19456,8,Some Other Race
1,9/15/2018,,Female,19852,10,Some Other Race
1,2/13/2019,,Female,19022,11,White
1,11/9/2016,,Male,19683,14,Hispanic
1,10/1/2018,6/9/2019,Female,19729,8,White
1,9/11/2018,3/31/2019,Female,19934,8,Some Other Race
1,11/19/2018,,Male,19966,11,Asian
1,9/21/2018,,Male,19817,11,White
1,9/25/2018,,Female,19515,12,Some Other Race
1,10/9/2018,,Male,19229,13,Multi-race
1,10/22/2018,7/3/2019,Female,19698,7,Black
1,9/22/2018,,Female,19809,12,Asian
1,11/22/2018,,Female,19374,10,Some Other Race
1,1/4/2019,10/7/2019,Female,19023,9,Black
1,9/21/2018,,Female,19962,14,Some Other Race
1,10/14/2018,,Female,19896,14,Some Other Race
1,1/21/2019,,Female,19234,10,Some Other Race
1,11/27/2018,5/19/2019,Male,19067,6,Multi-race
1,1/8/2019,,Male,19756,13,White
1,12/3/2018,,Female,19224,13,White
1,12/30/2018,10/20/2019,Female,19370,8,Hispanic
1,10/26/2018,,Female,19230,11,Black
1,12/12/2018,,Female,19345,10,White
1,1/4/2019,,Male,19070,6,Multi-race
1,1/3/2019,,Male,19294,15,Multi-race
1,5/9/2019,,Male,19370,12,Multi-race
1,6/22/2019,,Male,19192,8,Some Other Race
1,2/25/2019,9/23/2019,Female,19016,12,Multi-race
1,10/7/2019,,Female,19717,12,White
1,3/29/2019,,Male,19964,12,White
1,3/11/2019,,Male,19798,10,Hispanic
1,5/6/2019,,Male,19261,8,Black
1,8/20/2019,,Female,19751,9,White
1,10/2/2019,,Male,19858,14,Multi-race
1,8/13/2019,,Male,19242,12,White
1,9/23/2019,,Female,19988,11,Some Other Race
1,10/17/2019,,Male,19290,14,Hispanic
1,12/25/2008,10/5/2018,Female,19084,16,Hispanic
1,12/31/2011,,Female,19630,19,White
1,12/15/2014,6/19/2018,Male,19710,17,Asian
1,11/19/2013,,Male,19511,18,Black
1,2/17/2015,4/17/2018,Male,19943,14,Asian
1,6/24/2016,6/26/2018,Female,19127,16,Some Other Race
1,3/14/2015,10/10/2018,Female,19313,15,White
1,12/4/2012,10/22/2018,Male,19086,14,Multi-race
1,6/26/2013,4/29/2019,Female,19654,18,Hispanic
1,4/13/2010,8/24/2018,Male,19489,18,Some Other Race
1,9/7/2014,,Female,19577,18,Some Other Race
1,7/17/2018,,Male,19585,10,Black
1,10/25/2017,6/17/2019,Female,19386,8,White
1,1/16/2014,9/19/2018,Male,19569,15,Asian
1,9/5/2018,10/4/2019,Male,19327,12,Black
1,9/17/2013,9/4/2018,Female,19184,13,White
1,10/8/2014,9/10/2018,Male,19948,12,Asian
1,1/31/2013,3/7/2018,Male,19915,18,Asian
1,8/11/2014,6/4/2019,Male,19776,13,White
1,9/21/2016,8/1/2019,Male,19268,14,Asian
1,5/23/2013,,Female,19078,20,Some Other Race
1,8/29/2017,8/16/2018,Female,19328,11,White
1,9/21/2014,,Female,19823,14,Asian
1,10/2/2014,6/16/2018,Male,19487,12,Some Other Race
1,11/9/2014,6/18/2018,Female,19719,11,Some Other Race
1,10/15/2017,10/26/2018,Female,19941,11,Asian
1,7/12/2016,4/28/2018,Male,19838,15,Hispanic
1,6/20/2018,11/10/2018,Male,19267,16,Some Other Race
1,3/8/2011,,Female,19301,16,White
1,1/22/2013,12/6/2018,Female,19707,19,Asian
1,9/15/2016,,Female,19427,17,White
1,1/24/2017,3/11/2018,Male,19974,16,White
1,5/19/2015,12/14/2018,Male,19846,19,Some Other Race
1,3/16/2018,11/22/2018,Male,19078,18,Some Other Race
1,10/13/2016,,Female,19645,13,White
1,8/15/2011,10/19/2019,Male,19069,16,Hispanic
1,11/3/2015,,Female,19282,14,Black
1,2/2/2012,,Male,19939,19,Hispanic
1,2/24/2013,2/9/2019,Male,19543,12,White
1,10/5/2010,9/17/2018,Female,19599,19,Hispanic
1,4/15/2013,,Female,19025,19,Asian
1,10/25/2016,8/4/2018,Female,19314,14,Black
1,1/19/2015,6/19/2018,Female,19329,16,Asian
1,12/4/2014,,Male,19384,12,Multi-race
1,10/2/2016,7/19/2018,Female,19224,15,Some Other Race
1,12/18/2013,,Male,19454,16,Some Other Race
1,5/15/2014,12/16/2018,Female,19618,19,White
1,10/14/2011,,Male,19564,19,White
1,9/3/2016,7/29/2018,Male,19393,14,White
1,10/25/2014,6/29/2019,Male,19718,12,Black
1,2/5/2014,,Female,19841,15,White
1,8/21/2016,9/26/2018,Female,19735,10,Multi-race
1,10/17/2016,7/15/2018,Female,19809,17,Hispanic
1,9/15/2013,,Male,19708,14,Multi-race
1,10/17/2009,,Female,19407,18,Hispanic
1,7/5/2011,10/13/2018,Male,19720,21,Some Other Race
1,5/17/2011,,Male,19520,18,Hispanic
1,10/20/2016,7/14/2018,Female,19706,17,Some Other Race
1,9/2/2014,6/19/2018,Female,19249,15,Asian
1,6/1/2019,,Female,19860,13,Hispanic
1,4/17/2012,,Female,19321,13,Hispanic
1,9/27/2017,,Male,19110,13,Some Other Race
1,12/23/2014,,Female,19278,13,Hispanic
1,4/2/2017,7/4/2019,Female,19346,13,Some Other Race
1,9/23/2010,12/7/2018,Female,19557,14,Asian
1,9/3/2015,2/20/2019,Female,19092,18,Some Other Race
1,10/27/2017,10/11/2018,Male,19033,13,Some Other Race
1,2/3/2015,,Male,19991,11,Some Other Race
1,10/17/2009,8/15/2018,Female,19144,16,Black
1,4/23/2011,10/16/2018,Male,19936,18,Some Other Race
1,2/25/2015,,Female,19899,14,Multi-race
1,10/21/2015,7/31/2019,Female,19991,12,Hispanic
1,9/25/2013,8/11/2018,Male,19689,19,Hispanic
1,9/14/2016,7/30/2018,Female,19938,19,White
1,7/24/2017,10/27/2018,Female,19682,18,Multi-race
1,10/18/2016,10/31/2018,Male,19043,13,Hispanic
1,6/17/2012,,Female,19865,17,Multi-race
1,6/7/2018,,Female,19490,9,White
1,11/4/2016,6/24/2018,Male,19529,14,Some Other Race
1,1/29/2013,3/30/2019,Male,19920,22,Asian
1,11/22/2015,7/3/2018,Male,19050,13,Black
1,10/15/2015,7/21/2018,Female,19879,17,Asian
1,10/17/2017,2/24/2018,Female,19786,14,Black
1,9/29/2014,7/30/2018,Female,19717,14,White
1,10/11/2018,,Male,19807,11,Multi-race
1,2/7/2014,7/11/2018,Female,19853,21,White
1,2/7/2012,2/6/2019,Female,19546,19,Some Other Race
1,7/11/2014,11/11/2018,Female,19126,17,Asian
1,5/31/2012,,Male,19983,20,White
1,8/10/2011,,Female,19149,14,White
1,8/16/2011,,Male,19376,12,Multi-race
1,2/9/2016,,Male,19117,13,Some Other Race
1,11/2/2014,8/18/2018,Male,19791,9,White
1,10/27/2016,4/3/2019,Female,19324,11,Black
1,5/5/2019,,Male,19191,13,Hispanic
1,5/8/2017,9/8/2019,Male,19214,9,White
1,10/11/2019,,Female,19312,7,White
1,1/5/2015,7/2/2018,Female,19420,14,White
1,12/17/2012,,Female,19757,19,Black
1,3/14/2014,,Female,19022,20,Asian
1,10/2/2017,7/10/2018,Female,19326,17,Asian
1,10/25/2015,8/14/2018,Male,19926,11,Black
1,12/13/2014,1/14/2019,Male,19831,15,Hispanic
1,10/21/2017,7/5/2018,Male,19730,10,Black
1,12/19/2009,7/24/2019,Female,19818,21,Multi-race
1,5/16/2014,4/12/2018,Female,19340,12,Multi-race
1,2/24/2016,,Male,19203,16,Asian
1,1/13/2014,3/29/2018,Male,19942,16,White
1,7/15/2013,7/7/2019,Male,19339,21,Asian
1,11/12/2010,,Female,19901,19,Black
1,1/31/2012,5/22/2019,Female,19447,19,Black
1,1/29/2018,,Female,19362,20,Asian
1,3/19/2015,,Male,19214,13,Some Other Race
